Nome,Sobrenome,Data de Nascimento,Idade,Gênero,Curso,Tipo de Logradouro,Logradouro,Número,Cidade,RA,Nota Final,Valor Mensalidade
Carlos,Barbosa,04/12/1987,36,Masculino,Ciências Contábeis,Estrada,Parque Souza,994,Mauá,78174176,10,2400
Felipe,Carvalho,04/10/1979,44,Masculino,Administração,Avenida,Residencial Siqueira,8,Ribeirão Preto,10862356,0,3500
Camila,Martins,13/03/1996,28,Feminino,Ciência de Dados e Inteligência Artificial,Rua,Condomínio Isabella Caldeira,69,Mauá,57313444,8,2100
Daniel,Montenegro,16/10/2000,23,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Viaduto Nascimento,6,Sorocaba,78127775,4,2100
Fernanda,Santos,27/10/2003,20,Feminino,Secretariado,Viela,Recanto de Novaes,40,Osasco,32559160,6,3600
Patrícia,Gonçalves,01/11/1971,52,Feminino,Relações Internacionais,Alameda,Rua Benício Guerra,49,Mauá,75878557,2,3300
Pedro,das Neves,11/08/1980,44,Masculino,Secretariado,Alameda,Fazenda de Souza,42,Santo André,19927358,2,3800
Rafael,Nunes,01/02/1997,27,Masculino,Relações Internacionais,Avenida,Ladeira de da Mata,7,Santo André,35393743,5,3100
Juliana,Gomes,18/10/1986,37,Feminino,Ciências Contábeis,Avenida,Setor de Vargas,82,Ribeirão Preto,59625211,9,2900
Vanessa,Pastor,31/10/1969,54,Feminino,Publicidade e Propaganda,Viela,Fazenda de Aparecida,91,Sorocaba,54426876,1,3600
Claudia,Silveira,18/12/1970,53,Feminino,Secretariado,Avenida,Conjunto Fernanda Siqueira,8,Mauá,31948423,1,2300
Felipe,Jesus,15/03/1998,26,Masculino,Ciências Econômicas,Rua,Conjunto de Vieira,45,Osasco,41778103,7,3000
Daniel,Garcia,29/06/1975,49,Masculino,Administração,Viela,Via de Pinto,96,Ribeirão Preto,46054243,1,3900
Vanessa,Campos,09/07/1966,58,Feminino,Relações Públicas,Avenida,Travessa Isaque Aragão,318,São José dos Campos,24212630,8,2800
Lucas,Caldeira,24/02/1969,55,Masculino,Relações Internacionais,Alameda,Loteamento Câmara,10,Campinas,72387666,10,3200
Carlos,Viana,25/04/1972,52,Masculino,Ciência da Computação,Rua,Residencial Fernando Cassiano,88,Sorocaba,34903190,7,3000
Felipe,Correia,17/01/1988,36,Masculino,Ciência de Dados e Inteligência Artificial,Estrada,Trevo Davi Lucca Rodrigues,66,Osasco,20529615,7,3600
Vanessa,da Cunha,27/09/1974,49,Feminino,Relações Públicas,Rua,Avenida Moreira,42,Osasco,84453001,4,2400
Patrícia,Gomes,12/12/1963,60,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Aeroporto Ravi Porto,63,Mauá,45059022,7,4000
Luciana,Monteiro,27/09/1983,40,Feminino,Publicidade e Propaganda,Avenida,Pátio Correia,32,São Bernardo do Campo,73326676,10,2100
Rafael,Peixoto,25/06/1975,49,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Favela Cauê Casa Grande,55,Santo André,54117582,9,2000
Beatriz,Moura,01/08/1980,44,Feminino,Publicidade e Propaganda,Viela,Feira de da Cruz,38,Ribeirão Preto,90497656,6,3900
Maria,Pacheco,04/09/1998,25,Feminino,Ciência da Computação,Alameda,Praia de Cavalcante,632,São Bernardo do Campo,25347176,5,2300
Ana,Fonseca,18/11/1988,35,Feminino,Secretariado,Estrada,Morro Nicolas Pimenta,93,São José dos Campos,95920619,5,4000
Daniel,Alves,20/07/1993,31,Masculino,Publicidade e Propaganda,Alameda,Pátio de Montenegro,24,Mauá,57255632,4,3400
Beatriz,da Cunha,12/06/1983,41,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Vale Pacheco,59,Santo André,87448633,10,3300
Maria,da Luz,13/06/2000,24,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Viaduto de da Rosa,55,Campinas,16763157,2,2500
Juliana,Cardoso,30/06/1987,37,Feminino,Ciências Econômicas,Alameda,Favela Pereira,216,São Paulo,62597744,3,3000
Gabriel,Mendes,09/05/1992,32,Masculino,Secretariado,Estrada,Setor de Ferreira,35,Santo André,02054195,4,3300
Gabriel,da Costa,10/03/1980,44,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Praia de Peixoto,3,São Paulo,90828950,5,4000
Lucas,Pastor,05/01/1992,32,Masculino,Relações Públicas,Viela,Lago Agatha Aragão,38,São Paulo,11903041,7,2300
José,Rios,19/04/1989,35,Masculino,Secretariado,Rua,Estrada Sales,43,São José dos Campos,32466546,9,2100
Felipe,Vieira,05/02/2001,23,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Vale de da Costa,35,Mauá,95048145,10,2200
Gabriel,Macedo,16/06/1965,59,Masculino,Publicidade e Propaganda,Alameda,Vila de Alves,69,Ribeirão Preto,14913284,1,3700
Camila,Pastor,05/02/1971,53,Feminino,Relações Públicas,Estrada,Morro de Porto,98,São Paulo,42973039,8,3400
Camila,da Rosa,03/04/1982,42,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Praça Vasconcelos,52,Santo André,59260857,7,2500
Fernanda,Campos,01/10/1974,49,Feminino,Relações Públicas,Avenida,Trecho Lucas Teixeira,8,São José dos Campos,57505920,7,2800
Gabriel,Rocha,15/11/1998,25,Masculino,Ciência da Computação,Avenida,Trevo de Sales,62,São Bernardo do Campo,84302825,3,3300
José,Pereira,23/11/2002,21,Masculino,Secretariado,Rua,Via de Costa,94,Ribeirão Preto,15328212,6,3700
Felipe,Carvalho,05/10/1987,36,Masculino,Relações Públicas,Rua,Praça de Montenegro,77,Ribeirão Preto,45487265,9,2700
Carlos,Santos,12/11/1987,36,Masculino,Secretariado,Estrada,Viela Lorena Macedo,956,São José dos Campos,12340315,1,3600
Rafael,da Paz,26/09/1966,57,Masculino,Administração,Viela,Núcleo Siqueira,76,Mauá,38739402,8,2700
Carlos,Pires,20/04/1972,52,Masculino,Administração,Avenida,Favela João Pedro Pereira,5,Guarulhos,75366868,1,2300
Juliana,Ribeiro,24/03/1982,42,Feminino,Ciências Contábeis,Avenida,Passarela de Freitas,434,Ribeirão Preto,03153938,6,3700
Luciana,Fonseca,23/07/1966,58,Feminino,Ciências Contábeis,Avenida,Pátio Câmara,81,São Bernardo do Campo,53807144,10,2400
Felipe,da Mata,14/05/1964,60,Masculino,Relações Internacionais,Avenida,Rua Marcelo Câmara,31,Guarulhos,02236639,2,4000
Maria,Barbosa,27/07/1968,56,Feminino,Administração,Alameda,Ladeira Lima,90,Osasco,98605970,6,2100
Gabriel,Andrade,07/06/1986,38,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Colônia Rios,843,Ribeirão Preto,14655284,8,3400
Beatriz,Vieira,19/09/1979,44,Feminino,Relações Públicas,Avenida,Esplanada Farias,734,Guarulhos,04962251,3,3700
Maria,Pacheco,13/02/1989,35,Feminino,Relações Públicas,Alameda,Vale Vinícius Melo,56,Campinas,34212231,8,2600
Carlos,Rocha,25/04/1971,53,Masculino,Administração,Estrada,Ladeira Alves,69,Guarulhos,24683563,9,2300
Rafael,Barbosa,14/10/1991,32,Masculino,Ciências Contábeis,Viela,Feira Oliver da Mata,1,Osasco,47528019,7,3500
Claudia,Martins,18/09/1986,37,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Estação de Cirino,91,Ribeirão Preto,74064889,5,2300
Claudia,da Mata,24/03/1989,35,Feminino,Administração,Avenida,Vereda Barbosa,83,Ribeirão Preto,03154771,5,2200
Camila,Sampaio,23/03/1970,54,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Campo Josué Correia,7,Ribeirão Preto,83616636,10,3000
Vanessa,Duarte,14/10/1989,34,Feminino,Ciência da Computação,Viela,Setor Hadassa Duarte,66,Osasco,00852461,8,2500
Rafael,Melo,09/01/2000,24,Masculino,Relações Públicas,Viela,Núcleo Cavalcante,94,Mauá,06277450,4,4000
Daniel,Cavalcanti,16/03/1968,56,Masculino,Secretariado,Alameda,Colônia Emanuel Machado,13,Guarulhos,59815046,4,3800
Maria,Martins,14/03/1966,58,Feminino,Relações Internacionais,Estrada,Núcleo Ísis Silva,1,São Paulo,39490711,2,2500
Maria,da Costa,14/04/1982,42,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Quadra Brito,399,Sorocaba,31216967,4,2500
João,Brito,29/09/1991,32,Masculino,Relações Públicas,Rua,Ladeira Ana Vitória Ribeiro,3,São Bernardo do Campo,08515645,7,2800
João,Silva,27/02/1991,33,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Travessa Valentina das Neves,59,Sorocaba,28380946,1,3200
Beatriz,Cassiano,29/07/1965,59,Feminino,Ciências Contábeis,Alameda,Vale Viana,60,Santo André,11510296,1,3100
Felipe,Rocha,06/04/1983,41,Masculino,Relações Internacionais,Avenida,Residencial Peixoto,39,São Bernardo do Campo,85657586,2,3600
José,Rezende,21/07/1974,50,Masculino,Análise e Desenvolvimento de Sistemas,Viela,Estação Alexia Oliveira,55,Mauá,08134142,6,3500
Daniel,Macedo,27/12/1996,27,Masculino,Ciência da Computação,Alameda,Esplanada Azevedo,49,Sorocaba,39614904,5,2100
Vanessa,Martins,24/01/1981,43,Feminino,Relações Internacionais,Viela,Morro de Novaes,971,São José dos Campos,06426906,0,3700
Luciana,Mendes,19/09/1963,60,Feminino,Publicidade e Propaganda,Alameda,Vereda Luna Pimenta,49,Campinas,03567031,0,3900
João,Andrade,07/02/1982,42,Masculino,Administração,Alameda,Fazenda Emanuelly Alves,84,Mauá,26974339,3,2900
Maria,Andrade,03/01/2005,19,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Vila Maria Helena da Cunha,68,Ribeirão Preto,04722584,2,2200
Luciana,Montenegro,12/12/2002,21,Feminino,Ciência da Computação,Viela,Jardim de Castro,32,Santo André,38639842,8,2300
Pedro,Moraes,22/01/1970,54,Masculino,Ciência de Dados e Inteligência Artificial,Estrada,Condomínio Vinícius Pastor,24,São Bernardo do Campo,35039384,3,3300
Claudia,Rodrigues,04/02/1984,40,Feminino,Ciências Contábeis,Rua,Aeroporto de Machado,1,São Bernardo do Campo,15823380,7,3300
Patrícia,Costa,27/01/1967,57,Feminino,Relações Públicas,Alameda,Recanto Garcia,50,Osasco,02838974,2,2100
Vanessa,Aragão,09/10/2003,20,Feminino,Ciências Econômicas,Rua,Vale Macedo,4,Guarulhos,11084034,4,3900
João,Albuquerque,19/08/2000,23,Masculino,Ciência de Dados e Inteligência Artificial,Viela,Quadra de Guerra,34,São Bernardo do Campo,74380422,5,3200
Felipe,Siqueira,14/08/1980,43,Masculino,Relações Internacionais,Avenida,Vila Ana Cecília Caldeira,41,Guarulhos,98608816,1,3700
Lucas,da Mota,26/04/1967,57,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Residencial de da Costa,91,Osasco,50798732,9,2900
Ana,Nunes,26/08/1977,46,Feminino,Secretariado,Viela,Setor Gomes,37,Mauá,61666112,10,2000
Patrícia,da Paz,25/10/1989,34,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Área de Azevedo,30,Sorocaba,20027324,2,3900
Fernanda,da Cunha,02/04/1998,26,Feminino,Secretariado,Avenida,Campo Almeida,7,São Bernardo do Campo,02508599,0,3600
José,da Rocha,15/07/1997,27,Masculino,Ciências Econômicas,Viela,Vila Macedo,203,Ribeirão Preto,30995874,8,2500
Carlos,Andrade,20/07/1988,36,Masculino,Relações Internacionais,Rua,Setor de Ribeiro,479,Campinas,53609044,1,3600
Luciana,Barros,01/11/1988,35,Feminino,Secretariado,Viela,Favela de Rocha,60,Osasco,35249993,2,2600
Maria,Almeida,24/09/1994,29,Feminino,Administração,Rua,Praça de Oliveira,7,Guarulhos,65979571,6,3600
Daniel,Cunha,21/02/2004,20,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Favela Farias,48,Guarulhos,30126421,5,4000
Claudia,da Conceição,05/08/1977,47,Feminino,Ciência da Computação,Viela,Lagoa Vargas,87,São José dos Campos,40441426,0,2100
Maria,Camargo,13/04/2002,22,Feminino,Ciência da Computação,Estrada,Jardim de Rocha,535,São Bernardo do Campo,47084702,8,2400
Beatriz,da Mota,15/11/1989,34,Feminino,Relações Internacionais,Alameda,Lago Luiz Miguel Azevedo,2,São Paulo,98845295,7,2400
Gabriel,Moura,26/08/1996,27,Masculino,Ciências Econômicas,Estrada,Estação Gustavo Henrique Mendes,53,Campinas,11255298,7,3500
Juliana,Brito,24/09/2002,21,Feminino,Ciências Econômicas,Avenida,Residencial de da Conceição,52,São José dos Campos,98579228,2,2700
Mateus,Cunha,18/04/1968,56,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Trevo Henry Gabriel Alves,7,Santo André,95555569,8,3300
Vanessa,Câmara,22/05/1981,43,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Avenida Ana Carolina Cirino,569,São Paulo,12801475,8,2700
Juliana,da Paz,04/11/1983,40,Feminino,Relações Internacionais,Estrada,Vereda de Marques,186,Osasco,91775788,3,2400
Mateus,Rodrigues,17/01/1987,37,Masculino,Secretariado,Alameda,Rua Pereira,777,Guarulhos,61351278,0,3300
Juliana,das Neves,17/11/1978,45,Feminino,Ciência da Computação,Avenida,Vereda de Guerra,36,Sorocaba,05145008,3,3200
Lucas,da Cunha,22/10/1971,52,Masculino,Administração,Avenida,Rua Câmara,31,Guarulhos,72854150,6,2000
João,Lopes,06/06/1966,58,Masculino,Administração,Avenida,Conjunto Campos,98,São Paulo,14873654,3,3600
Camila,Santos,04/07/1997,27,Feminino,Relações Internacionais,Rua,Feira Guerra,351,Santo André,28578066,1,3000
Gabriel,Nunes,12/08/1970,54,Masculino,Ciências Econômicas,Estrada,Lagoa Porto,70,São José dos Campos,12862437,10,2100
Fernanda,Cardoso,14/11/1979,44,Feminino,Administração,Rua,Parque Nina Aragão,12,Sorocaba,10053204,5,3600
Luciana,Cassiano,21/08/1995,28,Feminino,Ciência da Computação,Estrada,Aeroporto Gomes,28,São Bernardo do Campo,63918645,3,3300
Pedro,Cardoso,02/07/2001,23,Masculino,Administração,Alameda,Núcleo das Neves,2,Guarulhos,59686996,1,3100
João,Araújo,17/05/2001,23,Masculino,Administração,Avenida,Pátio de Aparecida,193,Mauá,12454106,9,2000
Lucas,Santos,20/07/2002,22,Masculino,Ciências Contábeis,Alameda,Largo de Caldeira,29,Osasco,40316799,7,3600
Claudia,Borges,28/08/1963,60,Feminino,Relações Internacionais,Rua,Vila Davi Luiz da Conceição,940,São Paulo,61460915,8,2600
Luciana,Brito,17/08/1965,58,Feminino,Administração,Rua,Travessa de Cirino,743,São Bernardo do Campo,72463094,10,2200
Carlos,da Cruz,24/10/1990,33,Masculino,Relações Públicas,Alameda,Sítio de Aragão,6,São Bernardo do Campo,94054037,3,3100
Juliana,Pinto,24/08/1984,39,Feminino,Ciência da Computação,Viela,Viela Eduarda Cirino,11,São José dos Campos,25934910,8,3000
Vanessa,Lopes,19/09/1964,59,Feminino,Relações Públicas,Alameda,Estrada de Barbosa,22,Guarulhos,74556926,9,3900
Daniel,da Costa,19/08/1985,38,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Trecho da Cruz,321,Guarulhos,26331681,2,3500
Gabriel,Moraes,08/07/1973,51,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Feira Bella Lopes,69,São José dos Campos,62375475,3,4000
Rafael,Mendonça,28/04/1975,49,Masculino,Ciência da Computação,Avenida,Distrito de Cardoso,488,São José dos Campos,72537148,7,2900
Gabriel,Castro,11/02/1966,58,Masculino,Ciência da Computação,Viela,Morro Benício Silveira,90,Mauá,54882393,9,3700
Pedro,da Costa,29/03/1993,31,Masculino,Secretariado,Alameda,Trevo Allana das Neves,739,São Bernardo do Campo,14043345,10,3000
Luciana,Costa,15/08/1998,25,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Morro Casa Grande,66,Osasco,21809114,2,2900
Mateus,Nunes,08/03/1973,51,Masculino,Ciência da Computação,Avenida,Estação de Nunes,344,Guarulhos,73924979,10,2400
Patrícia,Pastor,23/05/1982,42,Feminino,Relações Públicas,Estrada,Praia de Cavalcanti,84,Osasco,72165936,3,2900
Vanessa,Santos,03/04/1969,55,Feminino,Secretariado,Avenida,Ladeira Pietra Azevedo,2,Mauá,50287862,0,3200
Felipe,Jesus,09/01/1988,36,Masculino,Publicidade e Propaganda,Rua,Rodovia Joaquim Câmara,17,Mauá,72011406,8,3200
Fernanda,Borges,27/12/1987,36,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Morro Pereira,12,Osasco,19230571,10,2700
Maria,Marques,18/10/1966,57,Feminino,Relações Públicas,Alameda,Núcleo Jesus,33,Guarulhos,52754606,4,2200
Camila,Pacheco,28/02/1998,26,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Alameda Vasconcelos,784,Ribeirão Preto,49307850,8,3000
Beatriz,da Conceição,23/08/1963,60,Feminino,Ciências Econômicas,Alameda,Largo Isabela Nogueira,74,Sorocaba,38297674,7,2200
Gabriel,Costela,04/07/1970,54,Masculino,Ciências Contábeis,Estrada,Viaduto Ribeiro,86,São Paulo,20102745,5,2000
Gabriel,Sampaio,13/05/1999,25,Masculino,Ciências Econômicas,Avenida,Lago Fogaça,5,Guarulhos,23769582,8,3200
Claudia,Rezende,05/02/1998,26,Feminino,Relações Internacionais,Rua,Avenida Isaque Cardoso,35,São Bernardo do Campo,86096507,2,3400
João,Dias,03/06/1977,47,Masculino,Relações Públicas,Avenida,Rodovia Eduardo da Costa,721,Santo André,76119919,7,3400
Patrícia,Andrade,14/04/1967,57,Feminino,Secretariado,Estrada,Conjunto Antonella Costela,84,Santo André,49030370,2,3900
Daniel,da Mota,12/05/1986,38,Masculino,Relações Públicas,Alameda,Residencial Benjamim Moura,69,Osasco,33346593,4,3800
Luciana,Martins,10/07/2005,19,Feminino,Ciências Econômicas,Estrada,Trecho de Farias,97,Campinas,59522212,8,3300
Gabriel,Brito,03/04/1970,54,Masculino,Ciências Econômicas,Avenida,Residencial Carvalho,44,Campinas,74298114,3,3400
Luciana,Monteiro,08/02/1986,38,Feminino,Relações Públicas,Estrada,Passarela de Lopes,73,São José dos Campos,28734105,10,3300
Claudia,Correia,24/04/1972,52,Feminino,Publicidade e Propaganda,Avenida,Estação Letícia Cunha,9,Sorocaba,24719712,5,3000
Beatriz,Gonçalves,15/12/2001,22,Feminino,Publicidade e Propaganda,Estrada,Núcleo Rios,57,Sorocaba,15446753,2,2500
Camila,Viana,18/11/1973,50,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Colônia de Caldeira,4,Mauá,56005529,10,3300
Vanessa,Marques,20/03/1989,35,Feminino,Publicidade e Propaganda,Rua,Viela Silva,8,Santo André,76847065,5,2700
Daniel,Macedo,21/05/1997,27,Masculino,Relações Públicas,Estrada,Colônia Lunna Pacheco,56,São Bernardo do Campo,92121265,3,2100
José,Mendes,02/04/2001,23,Masculino,Relações Internacionais,Viela,Condomínio de Rios,30,Santo André,04837350,5,3000
Maria,Cavalcanti,04/08/1998,26,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Pátio Gustavo Cunha,8,São Bernardo do Campo,78007694,9,2800
Maria,das Neves,12/01/1996,28,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Trevo de Barros,16,Ribeirão Preto,18850850,10,3700
Pedro,Novais,08/04/1966,58,Masculino,Secretariado,Rua,Colônia de da Mota,511,Osasco,58355908,0,3800
Ana,Campos,23/09/1970,53,Feminino,Ciências Econômicas,Avenida,Quadra de Vasconcelos,73,Santo André,41898965,10,3400
Ana,Machado,10/10/2005,18,Feminino,Administração,Estrada,Quadra Carlos Eduardo Rios,773,São Paulo,90182811,4,3200
Ana,Rios,10/11/1971,52,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Travessa Ferreira,284,São Paulo,17402211,10,3100
Juliana,Souza,08/03/2005,19,Feminino,Ciências Econômicas,Rua,Fazenda Ramos,49,Mauá,32194070,1,3900
José,Peixoto,13/07/2004,20,Masculino,Relações Públicas,Rua,Praça Garcia,69,Ribeirão Preto,63223318,10,3500
Gabriel,Almeida,27/12/1998,25,Masculino,Relações Públicas,Avenida,Jardim Bárbara Sales,87,Osasco,15850681,3,2100
Felipe,Casa Grande,11/08/1988,35,Masculino,Secretariado,Rua,Travessa de Martins,5,Campinas,14009096,6,4000
José,Aragão,09/05/1986,38,Masculino,Relações Públicas,Rua,Vale Ravi das Neves,933,Guarulhos,39971764,4,2500
José,Jesus,03/02/1973,51,Masculino,Ciências Contábeis,Alameda,Colônia Viana,34,Mauá,64515061,9,3100
Beatriz,Castro,15/08/2002,21,Feminino,Secretariado,Avenida,Rua Campos,3,São José dos Campos,08588933,10,4000
Fernanda,Cassiano,28/06/1971,53,Feminino,Administração,Estrada,Fazenda de Porto,4,Osasco,46028176,9,2000
Maria,Costela,09/11/1979,44,Feminino,Relações Internacionais,Alameda,Colônia Bruno Abreu,80,Sorocaba,29861914,7,2800
Patrícia,Machado,10/12/1981,42,Feminino,Ciências Contábeis,Estrada,Campo de Martins,6,São Paulo,66543332,1,3800
Maria,da Mota,01/04/2001,23,Feminino,Relações Internacionais,Rua,Rodovia Natália Vasconcelos,519,Sorocaba,31730399,10,3300
Rafael,Camargo,15/01/1978,46,Masculino,Ciências Contábeis,Alameda,Estrada de Melo,82,Mauá,67177057,8,3600
Lucas,da Mota,27/09/1975,48,Masculino,Administração,Viela,Favela Azevedo,798,São Bernardo do Campo,78982030,4,3100
Fernanda,Moreira,23/02/1999,25,Feminino,Ciência da Computação,Avenida,Rua Lucas Gabriel Carvalho,9,Ribeirão Preto,59627662,4,3900
Carlos,Moraes,23/03/2003,21,Masculino,Relações Públicas,Estrada,Setor de Montenegro,74,Osasco,45507702,4,3600
Pedro,Azevedo,25/08/1998,25,Masculino,Relações Internacionais,Avenida,Residencial Santos,22,Sorocaba,57712194,0,3400
Fernanda,Gonçalves,08/08/1972,52,Feminino,Relações Internacionais,Viela,Lago de Costela,53,São Bernardo do Campo,55387118,8,3900
Rafael,Brito,16/12/1979,44,Masculino,Secretariado,Alameda,Vila Milena Ramos,1,Santo André,23039939,2,2300
Claudia,Alves,21/08/1986,37,Feminino,Relações Públicas,Estrada,Conjunto de Viana,9,Mauá,74175062,1,3700
Carlos,Souza,17/08/1990,33,Masculino,Publicidade e Propaganda,Rua,Estrada Luana Novaes,128,São Bernardo do Campo,20933274,8,3700
